LAT,LON,ALT,NAM,IKO,NA3,USE,USEdesc
33.65139,-97.196945,255,Gainesville Muni,KZ,US05795,49,Civilian/Public
33.648609,-99.260559,409,Seymour Muni,KZ,US28101,999,Other
33.641109,-100.347504,541,Six Six Six Six Ranch,KZ,US08126,999,Other
33.638554,-91.751022,82,Monticello Muni Ellis Fld,KZ,US27538,999,Other
33.636665,-95.450836,166,Cox Fld,KPRX,US27794,49,Civilian/Public
33.624168,-96.586113,227,Sherman Muni,KZ,US33833,999,Other
33.62389,-101.240829,919,Crosbyton Muni,KZ,US29539,49,Civilian/Public
33.622799,-92.763397,39,Harrell Fld,KZ,US40457,49,Civilian/Public
33.62022,-91.364845,42,Mc Gehee Muni,KZ,US08015,999,Other
33.611668,-96.179443,188,Jones Fld,KZ,US09574,999,Other
33.601666,-97.775559,335,Bowie Muni,KZ,US16877,999,Other
33.582222,-98.618614,324,Archer City Muni,KZ,US97487,999,Other
33.560444,-92.085388,71,Warren Muni,KZ,US62964,999,Other
33.552776,-102.372498,1069,Levelland Muni,KZ,US34330,49,Civilian/Public
33.543331,-96.975281,220,Hayesport,KZ,US09832,999,Other
33.525112,-92.458489,52,Hampton Muni,KZ,US21289,999,Other
33.494446,-90.084725,49,Greenwood Leflore,KGWO,US37362,49,Civilian/Public
33.485832,-90.678887,38,Indianola Muni,KZ,US32915,999,Other
33.485558,-101.812775,975,Town And Country Airpark,KZ,US15108,999,Other
33.484722,-101.660835,951,Slaton Muni,KZ,US02375,49,Civilian/Public
33.484722,-99.586113,448,Munday Muni,KZ,US71309,49,Civilian/Public
33.482777,-90.985558,39,Mid Delta Rgnl,KZ,US77923,49,Civilian/Public
33.453709,-93.99102,118,Texarkana Rgnl Webb Fld,KTXK,US77145,49,Civilian/Public
33.440395,-93.055725,70,Wilson,KZ,US29144,999,Other
33.438057,-99.812775,457,Harrison Fld Of Knox City,KZ,US50407,999,Other
33.424999,-100.541946,569,Beggs Ranch,KZ,US09543,999,Other
33.423332,-98.198891,300,Flying Armadillo,KZ,US05060,999,Other
33.393055,-97.205277,220,Horseshoe Lake,KZ,US09798,999,Other
33.379166,-96.31694,204,Casey Fld,KZ,US09664,999,Other
33.376389,-97.243332,233,Bar V K,KZ,US09645,999,Other
33.374722,-96.082222,196,Henington,KZ,US09682,999,Other
33.350834,-98.819168,388,Olney Muni,KZ,US15027,999,Other
33.345978,-91.315697,38,Lake Village Muni,KZ,US31890,999,Other
33.331669,-97.230278,217,Ironhead,KZ,US09602,999,Other
33.306389,-97.341667,292,Bird Dog Aerodrome,KZ,US02930,999,Other
33.301666,-104.530556,1118,Roswell Industrial Air Center,KROW,US69699,49,Civilian/Public
33.292778,-95.896385,156,Commerce Muni,KZ,US37195,999,Other
33.268333,-97.071114,179,Hartlee Fld,KZ,US09680,999,Other
33.266388,-97.451668,266,Bishop,KZ,US09827,999,Other
33.254723,-97.580559,319,Decatur Muni,KZ,US81741,999,Other
33.229168,-100.568611,611,Kent Co,KZ,US29043,999,Other
33.228611,-98.146668,321,Jacksboro Muni,KZ,US57382,999,Other
33.228023,-93.216972,96,Magnolia Muni,KZ,US92443,49,Civilian/Public
33.220863,-92.813255,84,South Arkansas Rgnl At Goodwin Fld,KELD,US59883,49,Civilian/Public
33.215279,-95.237503,125,Franklin Co,KZ,US62815,999,Other
33.214722,-102.834167,1121,Yoakum Co,KZ,US84130,999,Other
33.203609,-101.340279,775,Post Garza Co Muni,KZ,US49392,999,Other
33.200832,-97.198059,195,Denton Muni,KZ,US97501,49,Civilian/Public
33.194298,-92.663208,78,Downtown,KZ,US37309,999,Other
33.191666,-99.718056,494,Haskell Muni,KZ,US01163,999,Other
33.179443,-90.827499,34,Hollandale Municipal,KZ,US60626,999,Other
33.179169,-99.149719,388,Throckmorton Muni,KZ,US09727,999,Other
33.178333,-91.880188,56,Z M Jack Stell Fld,KZ,US15208,999,Other
33.178055,-96.590553,178,Mc Kinney Muni,KZ,US92660,999,Other
33.176945,-101.82,952,T Bar,KZ,US59382,999,Other
33.175278,-97.828331,259,Bridgeport Muni,KZ,US06526,49,Civilian/Public
33.174999,-101.023888,717,Beggs Ranch Post,KZ,US09457,999,Other
33.173611,-102.192497,994,Terry Co,KZ,US51551,999,Other
33.172222,-100.197502,531,Stonewall Co,KZ,US21105,999,Other
33.16861,-97.484169,269,Heritage Creek Airstrip,KZ,US09828,999,Other
33.159721,-95.621109,149,Sulphur Springs Muni,KZ,US73441,49,Civilian/Public
33.145832,-97.712501,243,Jackson Bill,KZ,US09781,999,Other
33.145279,-90.515282,33,Belzoni Municipal,KZ,US67494,999,Other
33.144833,-96.852776,186,Frisco,KZ,US00084,999,Other
33.143612,-97.804443,274,Jim Sears,KZ,US09752,999,Other
33.129444,-94.975555,123,Mount Pleasant Muni,KZ,US35182,49,Civilian/Public
33.126667,-94.698891,122,Greater Morris Co,KZ,US17828,999,Other
33.125557,-90.025559,103,C A Moore,KZ,US86333,999,Other
33.110279,-98.555275,342,Graham Muni,KZ,US81014,999,Other
33.102779,-97.464165,292,Hawkins Ranch Strip,KZ,US09572,999,Other
33.101944,-94.195274,85,Atlanta Muni,KZ,US06648,999,Other
33.080555,-97.358887,243,Propwash,KZ,US07442,999,Other
33.06778,-96.065277,163,Majors,KZ,US69522,49,Civilian/Public
33.049721,-97.232224,195,Northwest Rgnl,KZ,US47013,999,Other
33.03611,-96.243057,165,Caddo Mills Muni,KZ,US54316,999,Other
33.023335,-96.836945,211,Air Park Dallas,KZ,US36831,999,Other
33.016666,-97.072502,193,Hilliard Landing Area,KZ,US09684,999,Other
32.987778,-97.318886,220,Fort Worth Alliance,KAFW,US44198,49,Civilian/Public
32.986389,-93.138611,106,Haynesville,KZ,US63001,999,Other
32.983055,-93.410835,66,Springhill,KZ,US86675,999,Other
32.977222,-97.488335,209,Kenneth Copeland,KZ,US49720,999,Other
32.974998,-102.842224,1089,Denver City,KZ,US55439,999,Other
32.968613,-96.836388,196,Addison,KZ,US33995,49,Civilian/Public
32.953888,-103.40889,1212,Lea County Zip Franklin Mem,KZ,US07654,49,Civilian/Public
32.951111,-90.844719,32,Rollang Field,KZ,US05373,999,Other
32.950001,-102.53389,1025,Seagraves,KZ,US62492,999,Other
32.939446,-90.837219,30,Nicks Flying Service,KZ,US02981,999,Other
32.938889,-95.278892,156,Winnsboro Muni,KZ,US71354,999,Other
32.933334,-94.733612,86,Lone Star Steel Co,KZ,US37074,999,Other
32.93111,-97.411667,260,Hicks Airfield,KZ,US99188,999,Other
32.930557,-96.435554,174,Rockwall Muni,KZ,US27093,999,Other
32.923058,-98.436386,307,Possum Kingdom,KZ,US38249,999,Other
32.910278,-99.734169,475,Arledge Fld,KZ,US11086,999,Other
32.90472,-97.595001,244,Boe Wrinkle,KZ,US09634,999,Other
32.898609,-98.459999,310,Costello Island Inc,KZ,US09655,999,Other
32.895943,-97.037193,183,Dallas Fort Worth Intl,KDFW,US54941,49,Civilian/Public
32.883331,-90.463608,31,Yazoo County,KZ,US39383,999,Other
32.875,-96.287781,167,Bishop Fld,KZ,US93820,999,Other
32.87389,-97.661392,292,Blue Skies,KZ,US09780,999,Other
32.861389,-94.010277,79,Vivian,KZ,US04369,999,Other
32.852501,-104.467781,1079,Artesia Muni,KZ,US92147,49,Civilian/Public
32.849998,-100.137779,534,Hamlin Muni,KZ,US60930,999,Other
32.849167,-91.403892,34,Kelly,KZ,US04371,999,Other
32.847221,-96.851669,148,Dallas Love Fld,KDAL,US16162,49,Civilian/Public
32.833332,-99.041946,362,Green Ranch,KZ,US09736,999,Other
32.828335,-94.718887,106,Hall,KZ,US09637,999,Other
32.825832,-91.187775,32,Byerley,KZ,US90365,999,Other
32.825558,-100.415276,591,Fisher Co,KZ,US40141,49,Civilian/Public
32.82111,-98.478615,348,Sportsmans World,KZ,US47419,999,Other
32.819721,-97.362503,216,Fort Worth Meacham Intl,KFTW,US67704,49,Civilian/Public
32.788612,-93.003609,74,Homer Muni,KZ,US54930,999,Other
32.781666,-98.06028,296,Mineral Wells,KZ,US76450,49,Civilian/Public
32.769169,-97.441665,198,Fort Worth Nas Jrb,KZ,US14435,8,Military
32.766666,-103.208885,1129,Industrial Airpark,KZ,US99686,999,Other
32.75639,-101.919441,913,Lamesa Muni,KZ,US53558,999,Other
32.756111,-91.880554,50,Morehouse Mem,KZ,US61478,49,Civilian/Public
32.751389,-97.612778,323,Beggs Ranch Aledo,KZ,US09551,999,Other
32.746944,-96.530556,136,Mesquite Metro,KZ,US31961,999,Other
32.746387,-97.682503,301,Parker Co,KZ,US09595,999,Other
32.746113,-94.304443,67,Cypress River,KZ,US22127,999,Other
32.74139,-95.496391,132,Wood Co,KZ,US23628,999,Other
32.734444,-96.967499,149,Millennium Dallas,KZ,US17252,49,Civilian/Public
32.731945,-102.943886,1072,Hamilton Aircraft Inc,KZ,US09510,999,Other
32.724724,-92.337502,36,Farmerville,KZ,US04389,999,Other
32.72139,-96.723892,143,Culp,KZ,US09820,999,Other
32.718887,-99.267502,434,Albany Muni,KZ,US50227,999,Other
32.718613,-98.89167,391,Stephens Co,KZ,US82132,999,Other
32.718056,-102.738335,1027,Seminole Spraying Svc,KZ,US96799,999,Other
32.710049,-96.267425,144,Terrell Muni,KZ,US77785,49,Civilian/Public
32.698891,-94.948891,126,Gilmer Upshur Co,KZ,US75897,999,Other
32.698582,-97.046532,179,Grand Prairie Muni,KZ,US96729,999,Other
32.697498,-95.207779,124,Holly Lake Ranch,KZ,US09687,999,Other
32.693333,-100.950554,740,Winston Fld,KZ,US81176,999,Other
32.6875,-103.216942,1115,Lea Co Hobbs,KZ,US73243,49,Civilian/Public
32.681389,-95.984169,157,Wills Point Muni,KZ,US41444,999,Other
32.680832,-96.868332,201,Redbird,KZ,US98748,49,Civilian/Public
32.676666,-95.510834,130,Mineola Wisener Fld,KZ,US80480,999,Other
32.675278,-102.652779,1010,Gaines Co,KZ,US76210,49,Civilian/Public
32.662498,-97.093887,192,Arlington Muni,KZ,US09299,49,Civilian/Public
32.64611,-93.298058,84,Minden Webster,KZ,US21619,49,Civilian/Public
32.637779,-95.161392,102,Hawk Ranch,KZ,US09681,999,Other
32.628334,-97.353615,231,Sycamore Strip,KZ,US06532,999,Other
32.59861,-104.426392,1024,Seven Rivers,KZ,US14146,999,Other
32.586109,-95.862778,152,Canton Hackney,KZ,US17286,999,Other
32.585278,-95.063889,118,Ambassador Fld,KZ,US26266,999,Other
32.581669,-97.590835,266,Bourland Fld,KZ,US16633,999,Other
32.579166,-96.71917,152,Lancaster,KZ,US20862,999,Other
32.572777,-97.872498,217,Horseshoe Bend,KZ,US09738,999,Other
32.565227,-97.308075,213,Fort Worth Spinks Oak Grove Heliport,KZ,US46736,999,Other
32.5625,-96.401108,152,Baum,KZ,US09746,999,Other
32.556946,-96.865555,217,Carroll Air Park,KZ,US09535,999,Other
32.539871,-93.744705,54,Shreveport Downtown,KZ,US63326,49,Civilian/Public
32.534168,-101.724998,859,Coleman Cattle Company Nr 1,KZ,US39176,999,Other
32.530834,-92.95417,134,Arcadia Bienville Parish,KZ,US25036,49,Civilian/Public
32.528889,-94.971664,90,Gladewater Muni,KZ,US12484,999,Other
32.520557,-94.307777,108,Harrison Co,KZ,US54301,49,Civilian/Public
32.516945,-97.367226,243,Bransom Farm,KZ,US09653,999,Other
32.514442,-92.588333,94,Ruston Rgnl,KZ,US43226,999,Other
32.512779,-96.926666,237,Eagles Nest Estates,KZ,US43802,999,Other
32.510834,-92.037781,24,Monroe Rgnl,KMLU,US69269,49,Civilian/Public
32.509998,-96.002777,135,Goode Fld,KZ,US09859,999,Other
32.501946,-93.662781,50,Barksdale Afb,KBAD,US92547,8,Military
32.486389,-91.770836,25,John H Hooks Jr Memorial,KZ,US94313,49,Civilian/Public
32.471111,-100.920555,674,Colorado City,KZ,US22021,999,Other
32.470833,-97.56028,300,Aresti Aerodrome,KZ,US09660,999,Other
32.470001,-97.465279,292,Buffalo Chips Airpark,KZ,US09804,999,Other
32.467499,-100.466667,726,Avenger Fld,KZ,US36324,49,Civilian/Public
32.456669,-103.240555,1087,Lea County Eunice,KZ,US17005,999,Other
32.456112,-96.912499,217,Mid Way,KZ,US95425,999,Other
32.448612,-98.254997,335,Kimzey,KZ,US47125,999,Other
32.446667,-93.825554,78,Shreveport Rgnl,KSHV,US40718,49,Civilian/Public
32.444443,-97.81694,236,Granbury Muni,KZ,US81664,999,Other
32.43861,-90.103058,99,Bruce Campbell Fld,KZ,US23143,49,Civilian/Public
32.420834,-100.810837,660,Trulock Ranch Fld,KZ,US69907,999,Other
32.420834,-99.854721,545,Dyess Afb,KDYS,US59878,8,Military
32.416943,-91.150002,25,Scott,KZ,US53152,999,Other
32.416668,-99.000275,491,Cisco Muni,KZ,US06500,999,Other
32.413612,-98.809723,446,Eastland Muni,KZ,US85093,49,Civilian/Public
32.411388,-99.681946,545,Abilene Rgnl,KABI,US65504,49,Civilian/Public
32.410831,-91.498612,27,Delhi Muni,KZ,US49543,999,Other
32.409721,-97.387222,254,Blackwood Airpark,KZ,US09650,999,Other
32.400002,-100.366943,670,Gesin Ranches,KZ,US09734,999,Other
32.384998,-94.71167,111,Gregg Co,KGGG,US08736,49,Civilian/Public
32.355,-96.146385,117,Harbor Point,KZ,US09679,999,Other
32.354168,-97.676392,216,Pecan Plantation,KZ,US69705,999,Other
32.354168,-95.402496,165,Tyler Pounds Fld,KTYR,US93793,49,Civilian/Public
32.353889,-97.433891,260,Cleburne Muni,KZ,US48508,49,Civilian/Public
32.351604,-91.027687,26,Vicksburg Tallulah Rgnl,KZ,US16434,49,Civilian/Public
32.34528,-93.818336,54,Old Hickory Ranch,KZ,US09685,999,Other
32.337502,-104.263336,1004,Cavern City Air Terminal,KCNM,US38080,49,Civilian/Public
32.334442,-90.222222,104,Hawkins Fld,KZ,US15865,49,Civilian/Public
32.331112,-102.529442,967,Andrews Co,KZ,US86388,999,Other
32.329723,-96.663887,152,Ennis Muni,KZ,US08603,999,Other
32.311111,-90.075836,105,Jackson Intl,KJAN,US35828,22,Joint Military/Civilian
32.303333,-90.408608,74,John Bell Williams,KZ,US85726,999,Other
32.296391,-97.056946,176,Coyote Crossing,KZ,US01292,999,Other
32.293331,-91.59333,27,Stephens Flying Service,KZ,US05243,999,Other
32.239445,-90.928329,32,Vicksburg Municipal,KZ,US05552,999,Other
32.237778,-97.878059,243,Circle P Ranch,KZ,US09774,999,Other
32.232224,-97.008614,231,Bee Creek,KZ,US09611,999,Other
32.23,-96.25972,92,Hancock,KZ,US09677,999,Other
32.216946,-102.160004,872,Mabee Ranch,KZ,US68031,999,Other
32.215279,-98.17778,402,Clark Fld Muni,KZ,US02861,49,Civilian/Public
32.212502,-101.521668,784,Big Spring Mcmahon Wrinkle,KZ,US59209,49,Civilian/Public
32.204445,-98.665558,442,Gorman,KZ,US09568,999,Other
32.201942,-92.733055,78,Jonesboro,KZ,US35255,49,Civilian/Public
32.176083,-94.298805,75,Panola Co Sharpe Fld,KZ,US10912,999,Other
32.173611,-101.822502,832,Stanton Muni,KZ,US86641,999,Other
32.163891,-95.828331,135,Athens Muni,KZ,US95727,49,Civilian/Public
32.154446,-91.699997,23,Winnsboro Muni,KZ,US01733,999,Other
32.141666,-94.851669,134,Rusk Co,KZ,US80846,49,Civilian/Public
32.139721,-95.970276,120,Circle R Ranch,KZ,US09526,999,Other
32.131248,-103.154892,949,Lea County Jal,KZ,US47209,999,Other
32.130833,-96.523613,131,Coyote Fld,KZ,US01887,999,Other
32.122501,-92.05278,20,Columbia,KZ,US96779,999,Other
32.108666,-98.487999,388,Smith Flying Svc,KZ,US05033,999,Other
32.08361,-97.097221,208,Hillsboro Muni,KZ,US61126,999,Other
32.073612,-101.564163,763,Edwards Lucian Wells Ranch,KZ,US24838,999,Other
32.073334,-93.765556,98,De Soto Parish,KZ,US36651,49,Civilian/Public
32.068333,-98.325279,455,Dublin Muni,KZ,US76051,999,Other
32.060001,-97.794724,289,Flat Top Ranch,KZ,US50609,999,Other
32.036388,-102.101112,854,Midland Airpark,KZ,US38309,49,Civilian/Public
32.028057,-99.107223,472,Goodall Ranch,KZ,US09540,999,Other
32.0275,-96.398056,136,C David Campbell Fld Corsicana Muni,KZ,US45696,49,Civilian/Public
32.016945,-95.700279,148,Glad Oaks,KZ,US88302,999,Other
31.997499,-91.247223,22,Tensas Parish,KZ,US68413,999,Other
31.990833,-93.307503,53,The Red River,KZ,US86044,999,Other
31.989445,-95.951111,119,Lochridge Ranch,KZ,US82381,999,Other
31.9725,-98.061386,348,Putty Ranch,KZ,US90360,999,Other
31.963612,-92.660278,44,David G Joyce,KZ,US43368,49,Civilian/Public
31.947222,-99.985832,569,Winters Muni,KZ,US26937,999,Other
31.942499,-102.201943,875,Midland Intl,KMAF,US50130,22,Joint Military/Civilian
31.921944,-96.264999,126,Byrt,KZ,US10344,999,Other
31.920555,-102.387222,915,Odessa Schlemeyer Fld,KZ,US12262,49,Civilian/Public
31.916945,-98.600281,423,Comanche Co City,KZ,US96046,999,Other
31.903055,-90.368614,135,Copiah County,KZ,US65689,999,Other
31.900278,-96.311386,120,B T Averheart,KZ,US10311,999,Other
31.895555,-92.218056,39,Olla,KZ,US93987,49,Civilian/Public
31.881945,-100.540275,585,Robert Lee,KZ,US93184,999,Other
31.869444,-95.217499,206,Cherokee Co,KZ,US23472,999,Other
31.862778,-96.197502,110,Pyramid Ranch,KZ,US65842,999,Other
31.858334,-102.073891,853,Skywest Inc,KZ,US70971,999,Other
31.84111,-99.40361,517,Coleman Muni,KZ,US71881,49,Civilian/Public
31.837221,-94.459442,105,Barton Mem,KZ,US09969,999,Other
31.833332,-102.233887,859,Bates Fld,KZ,US10429,999,Other
31.831667,-94.156387,97,Center Muni,KZ,US44776,999,Other
31.831112,-96.052223,98,Big Brown Creek Airstrip,KZ,US41307,999,Other
31.816944,-97.56694,231,Clifton Muni Isenhower Fld,KZ,US53154,999,Other
31.793611,-98.95639,422,Brownwood Rgnl,KZ,US00071,49,Civilian/Public
31.783611,-95.897499,76,W J E,KZ,US01753,999,Other
31.779722,-103.201385,859,Winkler Co,KINK,US57851,49,Civilian/Public
31.779722,-95.70639,128,Palestine Muni,KZ,US97077,49,Civilian/Public
31.766945,-97.12944,79,Hawkeye Hunting Club,KZ,US09874,999,Other
31.735832,-93.099167,36,Natchitoches Rgnl,KZ,US53436,49,Civilian/Public
31.69861,-98.09639,368,Muxworthy,KZ,US16977,999,Other
31.678057,-97.14,164,Hess,KZ,US10276,999,Other
31.674168,-99.977501,529,Bruce Fld,KZ,US56869,49,Civilian/Public
31.67111,-92.158333,64,Jena,KZ,US71424,999,Other
31.665833,-98.148613,395,Hamilton Muni,KZ,US36246,49,Civilian/Public
31.661388,-96.309998,160,Teague Muni,KZ,US92314,49,Civilian/Public
31.639723,-96.514725,165,Mexia Limestone Co,KZ,US69094,999,Other
31.637777,-97.074165,143,Tstc Waco,KCNW,US11436,49,Civilian/Public
31.625278,-91.82917,17,Jonesville,KZ,US16234,999,Other
31.613611,-91.297218,82,Hardy Anders Fld Natchez Adams Co,KZ,US84106,49,Civilian/Public
31.611389,-97.230553,157,Waco Rgnl,KACT,US60441,49,Civilian/Public
31.606112,-90.40889,149,Brookhaven Lincoln County,KZ,US81055,49,Civilian/Public
31.5825,-102.909164,796,Roy Hurd Mem,KZ,US02465,999,Other
31.578056,-94.709442,108,A L Mangham Jr Rgnl,KZ,US11343,49,Civilian/Public
31.566944,-95.76667,65,Carter Ranch,KZ,US08155,999,Other
31.566944,-91.5,16,Concordia Parish,KZ,US86338,999,Other
31.545,-93.486389,98,Hart,KZ,US07287,49,Civilian/Public
31.539722,-94.170555,135,San Augustine Co,KZ,US45447,999,Other
31.531668,-93.707779,64,Ammons,KZ,US34269,999,Other
31.527779,-102.528336,812,J Bar Ranch,KZ,US10427,999,Other
31.52389,-98.800278,399,Vaughan Ranch,KZ,US21456,999,Other
31.485001,-97.316666,180,Mc Gregor Muni,KZ,US01000,49,Civilian/Public
31.475279,-98.711388,402,Smoky Bend,KZ,US92725,999,Other
31.475279,-92.458611,64,Pollock Muni,KZ,US10304,49,Civilian/Public
31.437778,-99.315559,457,River Bend Ranch,KZ,US47723,999,Other
31.429722,-96.130279,121,Hub Fld,KZ,US10384,999,Other
31.421389,-97.796944,275,City Co,KZ,US87243,49,Civilian/Public
31.418888,-101.481392,768,Charles J Hughes Ranch,KZ,US10298,999,Other
31.415278,-102.363052,777,Crane Co,KZ,US66328,999,Other
31.395,-92.29583,34,Esler Rgnl,KESF,US46324,49,Civilian/Public
31.382221,-103.510834,795,Pecos Muni,KZ,US49528,49,Civilian/Public
31.371111,-97.666946,219,Longhorn Aux Landing Strip,KZ,US32600,8,Military
31.35861,-100.612778,601,Ducote Airpark,KZ,US01732,999,Other
31.35861,-97.671112,219,Shorthorn Aux Landing Strip,KZ,US10295,999,Other
31.357779,-100.496391,584,San Angelo Rgnl Mathis Fld,KSJT,US63487,49,Civilian/Public
31.343889,-91.592781,15,Fl Braughton,KZ,US05281,999,Other
31.341944,-92.443054,30,Pineville Muni,KZ,US93021,999,Other
31.340555,-96.851944,125,Marlin,KZ,US60187,999,Other
31.327499,-92.548615,27,Alexandria Intl,KAEX,US94727,49,Civilian/Public
31.306944,-95.403893,106,Houston Co,KZ,US92315,999,Other
31.29611,-91.05278,102,Crosby Municipal,KZ,US80200,999,Other
31.2775,-94.989723,88,Coons Fld,KZ,US10003,999,Other
31.235277,-98.716942,380,San Saba Co Muni,KZ,US10457,999,Other
31.234167,-94.75,90,Angelina Co,KZ,US49572,49,Civilian/Public
31.23361,-93.981941,79,Pineland Muni,KZ,US92398,999,Other
31.220278,-91.24028,36,Fred Netterville Lumber Co,KZ,US14563,999,Other
31.1975,-101.473335,824,Reagan Co,KZ,US50906,49,Civilian/Public
31.178333,-90.471947,125,Mc Comb Pike Co John E Lewis Fld,KMCB,US81092,49,Civilian/Public
31.178057,-99.324722,556,Curtis Fld,KZ,US94646,49,Civilian/Public
31.169167,-94.532501,60,Bufords Fld,KZ,US09984,999,Other
31.168333,-93.342499,85,Leesville,KZ,US59931,999,Other
31.165556,-100.476387,647,Brown Fld,KZ,US10081,999,Other
31.160557,-96.4375,137,Rockin 7 Ranch,KZ,US02982,999,Other
31.1525,-97.407776,207,Draughon Miller Central Texas Rgnl,KTPL,US62678,49,Civilian/Public
31.146111,-90.168053,117,Paul Pittman Memorial,KZ,US25859,999,Other
31.138611,-97.714447,281,Hood Aaf,KHLR,US57008,8,Military
31.129444,-92.5,42,Woodworth,KZ,US13892,999,Other
31.125278,-102.225281,741,Upton Co,KZ,US76302,999,Other
31.106667,-98.196114,370,Lampasas,KZ,US72694,49,Civilian/Public
31.094723,-92.069168,24,Marksville Muni,KZ,US18620,49,Civilian/Public
31.091944,-97.460281,179,Barge Ranch,KZ,US10178,999,Other
31.085833,-97.686386,258,Killeen Muni,KZ,US90601,49,Civilian/Public
31.084999,-95.164169,103,Groveton Trinity Co,KZ,US15854,999,Other
31.081112,-96.215279,152,Hilltop Lakes,KZ,US10137,999,Other
31.067223,-97.828888,309,Robert Gray Aaf,KGRK,US77820,8,Military
31.057777,-104.78389,1206,Culberson Co,KZ,US95294,49,Civilian/Public
31.044722,-93.191666,100,Polk Aaf,KPOE,US49443,8,Military
31.015417,-104.212418,1343,Rancho Del Cielo,KZ,US01327,999,Other
31.015278,-104.212502,1343,Rancho Del Cielo,KZ,US98059,999,Other
31.006666,-91.203056,73,Forest Home,KZ,US03568,999,Other
30.956667,-92.234169,18,Bunkie Muni,KZ,US04307,999,Other
30.933611,-99.81694,588,Menard Co,KZ,US57227,999,Other
30.915556,-102.916115,917,Fort Stockton Pecos Co,KZ,US03800,49,Civilian/Public
30.912779,-95.951942,87,Madisonville Muni,KZ,US91061,999,Other
30.905832,-101.891945,670,Iraan Muni,KZ,US55677,999,Other
30.890556,-94.034721,67,Jasper Co Bell Fld,KZ,US93310,49,Civilian/Public
30.884443,-93.741943,97,Newton Muni,KZ,US36143,999,Other
30.879444,-96.971107,122,Cameron Muni Airpark,KZ,US58171,49,Civilian/Public
30.869722,-96.61972,87,Hearne Muni,KZ,US37395,49,Civilian/Public
30.860277,-100.566666,739,Christian Ranch,KZ,US02398,999,Other
30.831528,-93.339638,62,Beauregard Parish,KDRI,US79457,49,Civilian/Public
30.819721,-90.111664,53,Franklinton,KZ,US32424,999,Other
30.816389,-96.601112,82,Corpora,KZ,US10219,999,Other
30.808611,-91.216667,62,Jackson,KZ,US39486,999,Other
30.783611,-98.661942,335,Llano Muni,KZ,US79980,49,Civilian/Public
30.775278,-94.45861,118,Tyler Co,KZ,US33916,999,Other
30.750168,-92.688469,32,Allen Parish,KZ,US76442,999,Other
30.748333,-101.965279,725,Canon Ranch,KZ,US10054,999,Other
30.746944,-95.587219,110,Huntsville Muni,KZ,US99898,49,Civilian/Public
30.738943,-98.238586,391,Burnet Muni Kate Craddock Fld,KZ,US40674,49,Civilian/Public
30.735277,-101.203056,725,Ozona Muni,KZ,US05246,999,Other
30.732222,-99.184441,457,Mason Co,KZ,US77548,999,Other
30.718332,-91.478615,11,False River Air Park,KZ,US97759,999,Other
30.715834,-96.331391,111,Coulter Fld,KZ,US45493,999,Other
30.709167,-96.901947,140,Hensley Ranch,KZ,US10259,999,Other
30.685833,-95.018059,46,Livingston Muni,KZ,US11613,999,Other
30.678888,-97.679443,240,Georgetown Muni,KZ,US22041,49,Civilian/Public
30.676111,-98.017502,353,C F C Aviation Ranch,KZ,US84628,999,Other
30.646668,-93.915001,36,Kirbyville,KZ,US50416,999,Other
30.633612,-96.483612,80,Texas A And M Flt Test Station,KZ,US10329,999,Other
30.631666,-96.989723,144,H H Coffield Rgnl,KZ,US84711,999,Other
30.625,-97.572777,210,Cross Country Estates,KZ,US11716,999,Other
30.588612,-96.363892,97,Easterwood Fld,KCLL,US64981,49,Civilian/Public
30.585833,-100.648613,651,Sonora Muni,KZ,US81517,999,Other
30.571943,-97.443054,179,Taylor Muni,KZ,US51273,49,Civilian/Public
30.558332,-92.099442,22,St Landry Parish Ahart Fld,KZ,US47339,49,Civilian/Public
30.555,-100.534164,713,John Fields Ranch,KZ,US10224,999,Other
30.553333,-103.953888,1524,Blue Mountain,KZ,US10453,999,Other
30.533056,-91.149719,21,Baton Rouge Metro Ryan Fld,KBTR,US93347,49,Civilian/Public
30.526943,-98.358612,332,Horseshoe Bay Airpark,KZ,US71356,999,Other
30.520969,-90.417618,13,Hammond Muni,KZ,US81548,49,Civilian/Public
30.518057,-97.780556,273,Breakaway Park,KZ,US10299,999,Other
30.515556,-96.70417,118,Caldwell Muni,KZ,US95986,999,Other
30.51111,-99.763054,533,Kimble Co,KZ,US54787,49,Civilian/Public
30.498611,-97.969444,375,Lago Vista Tx Rusty Allen,KZ,US45202,999,Other
30.481388,-98.281113,347,Herbert Ranch,KZ,US10278,999,Other
30.478056,-98.121109,252,Spicewood,KZ,US24047,999,Other
30.466389,-92.423889,12,Eunice,KZ,US24506,49,Civilian/Public
30.441111,-93.47361,24,De Quincy Industrial Airpark,KZ,US33975,999,Other
30.418056,-96.079445,99,Bridle Ridge,KZ,US10360,999,Other
30.384167,-103.683609,1376,Alpine Casparis Muni,KZ,US81523,49,Civilian/Public
30.378056,-98.376114,448,Moursund Ranch,KZ,US35186,999,Other
30.371944,-96.113335,69,Navasota Muni,KZ,US76102,999,Other
30.371389,-104.01667,1477,Marfa Muni,KZ,US04364,49,Civilian/Public
30.3575,-97.994446,277,Lakeway Airpark,KZ,US72396,999,Other
30.356388,-95.008056,46,Cleveland Muni,KZ,US73966,999,Other
30.351944,-95.414444,74,Montgomery Co,KCXO,US42913,49,Civilian/Public
