FEATURE2,NAME,POP_2010,LATITUDE,LONGITUDE
-999,Akutan,1027,54.1355556,-165.7730556
-999,Cold Bay,108,55.1858333,-162.7211111
-999,False Pass,35,54.8508333,-163.415
-999,King Cove,938,55.0616667,-162.3102778
-999,Belkofski,-999,55.0888889,-162.0305556
-999,Herendeen Bay,-999,55.7680556,-160.6858333
-999,Morzhovoi,-999,54.9069444,-163.3186111
-999,Port Moller,-999,55.9886111,-160.5769444
-999,Sanak,-999,54.4780556,-162.8175
-999,Unga,-999,55.1840915,-160.5050438
-999,Ikatan,-999,54.75,-163.3083333
County Seat,Sand Point,976,55.3397222,-160.4972222
-999,Nikolski,18,52.9380556,-168.8677778
-999,Unalaska,4376,53.8736111,-166.5366667
-999,Adak,326,51.88,-176.6580556
-999,Atka,61,52.1961111,-174.2005556
-999,Saint George,102,56.6,-169.5416667
-999,Saint Paul,479,57.1222222,-170.275
-999,Attu,-999,52.9375,173.2375
-999,Biorka,-999,53.8269444,-166.2080556
-999,Chernofski,-999,53.4083333,-167.55
-999,Amchitka,-999,51.5672222,178.8775
-999,Chugiak,-999,61.3888889,-149.4819444
-999,Eagle River,-999,61.3213889,-149.5677778
-999,Spenard,-999,61.1886111,-149.9063889
-999,Girdwood,-999,60.9425,-149.1663889
-999,Nunaka Valley,-999,61.2066667,-149.7683333
County Seat,Anchorage,291826,61.2180556,-149.9002778
-999,Kasigluk,569,60.8955556,-162.5180556
-999,Kipnuk,639,59.9388889,-164.0413889
-999,Kongiganak,439,59.9532731,-162.8951327
-999,Kwigillingok,321,59.8644444,-163.1341667
-999,Lime Village,29,61.3563889,-155.4355556
-999,Newtok,354,60.9427778,-164.6294444
-999,Akiachak,627,60.9094444,-161.4313889
-999,Atmautluak,277,60.8669444,-162.2730556
-999,Crooked Creek,105,61.87,-158.1108333
-999,Toksook Bay,590,60.5337752,-165.1036627
-999,Upper Kalskag,210,61.5418812,-160.3338521
-999,Oscarville,70,60.7227778,-161.77
-999,Red Devil,23,61.7611111,-157.3125
-999,Sleetmute,86,61.7025,-157.1697222
-999,Stony River,54,61.7830556,-156.5880556
-999,Tuluksak,373,61.1025,-160.9616667
-999,Tuntutuliak,408,60.3430556,-162.6630556
-999,Tununak,327,60.5855556,-165.2558333
-999,Akiak,346,60.9122222,-161.2138889
-999,Aniak,501,61.5783333,-159.5222222
-999,Bethel,6080,60.7922222,-161.7558333
-999,Chefornak,418,60.16,-164.2658333
-999,Chuathbaluk,118,61.5719444,-159.245
-999,Eek,296,60.2188889,-162.0244444
-999,Goodnews Bay,243,59.1188889,-161.5875
-999,Kwethluk,721,60.8122222,-161.4358333
-999,Lower Kalskag,282,61.5122222,-160.3580556
-999,Mekoryuk,191,60.3880556,-166.185
-999,Napakiak,354,60.6966667,-161.9519444
-999,Napaskiak,405,60.7080556,-161.7661111
-999,Nightmute,280,60.4794444,-164.7238889
-999,Nunapitchuk,496,60.8969444,-162.4594444
-999,Platinum,61,59.0130556,-161.8163889
-999,Quinhagak,669,59.7488889,-161.9158333
-999,Mertarvik,0,60.8109892,-164.4991078
-999,Kalskag,-999,61.5372222,-160.3052778
-999,Kashegelok,-999,60.8547222,-157.8338889
-999,Nyac,-999,61.0041667,-159.9405556
-999,Oskawalik,-999,61.7438889,-158.1927778
-999,Umkumiute,-999,60.4996523,-165.1988597
-999,Naknek,544,58.7283333,-157.0138889
-999,Koggiung,-999,58.8669444,-157.0075
-999,Libbyville,-999,58.7777778,-157.0530556
County Seat,King Salmon,374,58.6883333,-156.6613889
County Seat,South Naknek,79,58.7155556,-156.9980556
-999,McKinley Park,185,63.7327778,-148.9141667
-999,Cantwell,219,63.3916667,-148.9508333
-999,Anderson,246,64.3441667,-149.1869444
-999,Garner,-999,63.8291667,-148.9733333
-999,Suntrana,-999,63.8541667,-148.8483333
-999,Lignite,-999,63.9094444,-149.0183333
County Seat,Healy,1021,63.8569444,-148.9661111
-999,Koliganek,209,59.7286111,-157.2844444
-999,Togiak,817,59.0619444,-160.3763889
-999,Aleknagik,219,59.2730556,-158.6177778
-999,Clark's Point,62,58.8441667,-158.5508333
-999,Dillingham,2329,59.0397222,-158.4575
-999,Ekwok,115,59.3497222,-157.4752778
-999,Manokotak,442,58.9813889,-159.0583333
-999,New Stuyahok,510,59.4527778,-157.3119444
-999,Nushagak,-999,58.9480556,-158.4922222
-999,Ester,2422,64.8472222,-148.0144444
-999,Fox,417,64.9580556,-147.6183333
-999,College,12964,64.8569444,-147.8027778
-999,North Pole,2117,64.7511111,-147.3494444
-999,Aurora Lodge,-999,64.4705556,-146.9386111
-999,Chatanika,-999,65.1122222,-147.4772222
-999,Chena Hot Springs,-999,65.0530556,-146.0555556
-999,Lemeta,-999,64.8597222,-147.7322222
-999,Olnes,-999,65.0741667,-147.67
-999,Standard,-999,64.7808333,-148.5297222
-999,Harding Lake,-999,64.4212591,-146.8155178
County Seat,Fairbanks,31535,64.8377778,-147.7163889
-999,Excursion Inlet,12,58.4213889,-135.4366667
-999,Klukwan,95,59.3987031,-135.8885477
-999,Port Chilkoot,-999,59.2288889,-135.4377778
County Seat,Haines,1713,59.228589,-135.444114
-999,Hawk Inlet,-999,58.1258333,-134.7530556
-999,Auke Bay,-999,58.3833333,-134.6597222
-999,Douglas,-999,58.2755556,-134.3925
-999,Thane,-999,58.2641667,-134.3302778
-999,Tee Harbor,-999,58.4102778,-134.7558333
State Capital County Seat,Juneau,31275,58.3019444,-134.4197222
-999,Happy Valley,593,59.9472222,-151.7322222
-999,Hope,192,60.9202778,-149.6402778
-999,Kalifornsky,7850,60.4183333,-151.29
-999,Kasilof,549,60.3375,-151.2744444
-999,Moose Pass,219,60.4875,-149.3688889
-999,Ninilchik,883,60.0513889,-151.6688889
-999,Anchor Point,1930,59.7766667,-151.8313889
-999,Beluga,20,61.1411111,-151.0827778
-999,Clam Gulch,176,60.2311111,-151.3936111
-999,Cohoe,1364,60.3686111,-151.3063889
-999,Cooper Landing,289,60.49,-149.8341667
-999,Port Graham,177,59.3513889,-151.8297222
-999,Sterling,5617,60.5372222,-150.7647222
-999,Tyonek,171,61.0680556,-151.1369444
-999,Homer,5003,59.6425,-151.5483333
-999,Kachemak,472,59.6741531,-151.4373641
-999,Kenai,7100,60.5544444,-151.2583333
-999,Seldovia,255,59.4380556,-151.7113889
-999,Seward,2693,60.1041667,-149.4422222
-999,Kustatan,-999,60.7158333,-151.7475
-999,Millers Landing,-999,59.6675,-151.4347222
-999,Silvertip,-999,60.7505556,-149.3697222
-999,Jakolof Bay,-999,59.4469444,-151.5102778
County Seat,Soldotna,4163,60.4877778,-151.0583333
-999,Saxman,411,55.3183333,-131.5958333
-999,Loring,4,55.6025,-131.6361111
-999,Ward Cove,-999,55.4119444,-131.7227778
County Seat,Ketchikan,8050,55.3422222,-131.6461111
-999,Karluk,37,57.5719444,-154.4555556
-999,Akhiok,71,56.9455556,-154.1702778
-999,Larsen Bay,87,57.54,-153.9786111
-999,Old Harbor,218,57.2027778,-153.3038889
-999,Ouzinkie,161,57.9236111,-152.5022222
-999,Port Lions,194,57.8675,-152.8822222
-999,McCord,-999,57.1394444,-153.2011111
-999,Port O'Brien,-999,57.7319444,-153.3166667
-999,Port Wakefield,-999,58.0491667,-153.0525
-999,Port William,-999,58.4922222,-152.5827778
-999,Uyak,-999,57.6377778,-153.9994444
County Seat,Kodiak,6130,57.79,-152.4072222
-999,Igiugig,50,59.3277778,-155.8947222
-999,Iliamna,109,59.7567965,-154.9110837
-999,Ivanof Bay,7,55.9,-159.4833333
-999,Kokhanok,170,59.4394444,-154.7761111
-999,Levelock,69,59.1141667,-156.8588889
-999,Chignik Lagoon,78,56.3084393,-158.5302391
-999,Pedro Bay,42,59.7872222,-154.1061111
-999,Perryville,113,55.9139846,-159.1632767
-999,Port Alsworth,159,60.2025,-154.3127778
-999,Ugashik,12,57.5130556,-157.3975
-999,Chignik,91,56.2952778,-158.4022222
-999,Egegik,109,58.2155556,-157.3758333
-999,Newhalen,190,59.72,-154.8972222
-999,Nondalton,164,59.9736111,-154.8458333
-999,Pilot Point,68,57.5641667,-157.5791667
-999,Port Heiden,102,56.9325614,-158.6249699
-999,Kvichak,-999,58.9694444,-156.9305556
-999,Butte,3246,61.5422222,-149.0333333
-999,Chase,34,62.4491667,-150.1016667
-999,Chickaloon,272,61.7966667,-148.4627778
-999,Wasilla,7831,61.5813889,-149.4394444
-999,Petersville,4,62.4963889,-150.7655556
-999,Skwentna,37,61.9902778,-151.3977778
-999,Susitna,18,61.5436111,-150.5125
-999,Talkeetna,876,62.3238889,-150.1094444
-999,Trapper Creek,481,62.3166667,-150.2313889
-999,Willow,2102,61.7472222,-150.0375
-999,Houston,1912,61.6302778,-149.8180556
-999,Eureka Roadhouse,29,61.9386111,-147.1680556
-999,Chelatna Lodge,-999,62.4344444,-151.4044444
-999,Colorado,-999,63.1627778,-149.4358333
-999,Cottonwood,-999,61.5133333,-149.5641667
-999,Curry,-999,62.6147222,-150.0119444
-999,Eska,-999,61.7377778,-148.9086111
-999,Jonesville,-999,61.7305556,-148.9347222
-999,Knik,-999,61.4577778,-149.7288889
-999,Summit,-999,63.3313889,-149.1222222
-999,Sunshine,-999,62.1677778,-150.0730556
-999,Sutton,-999,61.7113889,-148.8941667
-999,Montana,-999,62.0797222,-150.0727778
-999,Broad Pass (historical),-999,63.2333333,-149.2666667
-999,Matanuska,-999,61.54187012,-149.2296753
County Seat,Palmer,5937,61.5997222,-149.1127778
-999,Shaktoolik,251,64.3338889,-161.1538889
-999,Shishmaref,563,66.2566667,-166.0719444
-999,Stebbins,556,63.5222222,-162.2880556
-999,Teller,229,65.2636111,-166.3608333
-999,Unalakleet,688,63.8730556,-160.7880556
-999,Wales,145,65.6091667,-168.0875
-999,White Mountain,190,64.6813889,-163.4055556
-999,Brevig Mission,388,65.3347222,-166.4891667
-999,Diomede,115,65.7581,-168.952
-999,Elim,330,64.6175,-162.2605556
-999,Gambell,681,63.7797222,-171.7411111
-999,Golovin,156,64.5433333,-163.0291667
-999,Koyuk,332,64.9319444,-161.1569444
-999,Nome,3598,64.5011111,-165.4063889
-999,Saint Michael,401,63.4780556,-162.0391667
-999,Savoonga,671,63.6941667,-170.4788889
-999,Haycock,-999,65.2097222,-161.1655556
-999,Mary's Igloo,-999,65.1477778,-165.0633333
-999,Lees Camp,-999,64.6202778,-164.3913889
-999,Tin City,-999,65.5586111,-167.9480556
-999,Wainwright,556,70.6369444,-160.0383333
-999,Point Lay,189,69.743857,-163.008442
-999,Prudhoe Bay,2174,70.2552778,-148.3372222
-999,Anaktuvuk Pass,324,68.1433333,-151.7358333
-999,Atqasuk,233,70.4691667,-157.3994444
-999,Kaktovik,239,70.1319444,-143.6238889
-999,Nuiqsut,402,70.2175,-150.9763889
-999,Point Hope,674,68.3486111,-166.7347222
-999,Umiat,-999,69.3669444,-152.1441667
-999,Deadhorse,-999,70.2055556,-148.5116667
County Seat,Barrow,4212,71.2905556,-156.7886111
-999,Shungnak,262,66.8880556,-157.1363889
-999,Noatak,514,67.5711111,-162.9652778
-999,Red Dog Mine,309,68.0755556,-162.8561111
-999,Ambler,258,67.0861111,-157.8513889
-999,Buckland,416,65.9797222,-161.1230556
-999,Deering,122,66.0755556,-162.7172222
-999,Kiana,361,66.975,-160.4227778
-999,Kivalina,374,67.7269444,-164.5333333
-999,Kobuk,151,66.9072222,-156.8811111
-999,Noorvik,668,66.8383333,-161.0327778
-999,Selawik,829,66.6038889,-160.0069444
-999,Candle,-999,65.9133333,-161.9244444
-999,Kiwalik,-999,66.0227778,-161.8419444
County Seat,Kotzebue,3201,66.8983333,-162.5966667
-999,New Tokeen,-999,55.9363889,-133.3241667
-999,Metlakatla,1405,55.1291667,-131.5722222
-999,Edna Bay,42,55.9488889,-133.6622222
-999,Hollis,112,55.5566667,-132.6363889
-999,Naukati Bay,113,55.8736111,-133.1847222
-999,Thorne Bay,471,55.6877778,-132.5222222
-999,Point Baker,15,56.3527778,-133.6211111
-999,Coffman Cove,176,56.0138889,-132.8277778
-999,Craig,1201,55.4763889,-133.1483333
-999,Hydaburg,376,55.2080556,-132.8266667
-999,Kasaan,49,55.5388889,-132.4008333
-999,Klawock,755,55.5522222,-133.0958333
-999,Hyder,87,55.9169444,-130.0247222
-999,Annette,-999,55.0616667,-131.5416667
-999,Tokeen,-999,55.9944444,-133.4638889
-999,Bell Island Hot Springs,-999,55.9316667,-131.5652778
-999,Cape Pole,-999,55.965,-133.7933333
-999,Salt Chuck,-999,55.6263889,-132.5536111
-999,Waterfall,-999,55.2972222,-133.2405556
-999,Long Island,-999,54.9169444,-132.6791667
-999,Todd,-999,57.4611111,-135.0397222
-999,Baranof,-999,57.0894444,-134.8330556
-999,Chatham,-999,57.5152778,-134.9436111
-999,Port Armstrong,-999,56.2969444,-134.6616667
County Seat,Sitka,8881,57.0530556,-135.33
-999,Elfin Cove,20,58.1944444,-136.3433333
-999,Tenakee Springs,131,57.7808333,-135.2188889
-999,Angoon,459,57.5033333,-134.5838889
-999,Gustavus,442,58.4133333,-135.7369444
-999,Hoonah,760,58.11,-135.4436111
-999,Pelican,88,57.9608333,-136.2275
-999,Funter,-999,58.2563889,-134.8958333
-999,Sunnyside,-999,57.9827778,-136.2522222
County Seat,Skagway,920,59.4583333,-135.3138889
-999,Deltana,2251,63.871711,-145.2146373
-999,Dot Lake,13,63.6613889,-144.0644444
-999,Eagle Village,67,64.7805556,-141.1136111
-999,Big Delta,591,64.1525,-145.8422222
-999,Chicken,7,64.0733333,-141.9361111
-999,Northway,71,62.9616667,-141.9372222
-999,Tanacross,136,63.3852778,-143.3463889
-999,Tetlin,127,63.1350512,-142.5238796
-999,Tok,1258,63.3366667,-142.9855556
-999,Delta Junction,958,64.0377778,-145.7322222
-999,Eagle,86,64.7880556,-141.2
-999,Donnelly,-999,63.6736111,-145.8833333
-999,Alcan,-999,62.7230556,-141.1880556
-999,Gakona,218,62.3019444,-145.3019444
-999,Glennallen,483,62.1091667,-145.5463889
-999,Gulkana,119,62.2713889,-145.3822222
-999,Kenny Lake,355,61.7191667,-144.9483333
-999,McCarthy,28,61.4333333,-142.9216667
-999,Mentasta Lake,112,62.9211111,-143.7691667
-999,Chisana,0,62.0661111,-142.0408333
-999,Chistochina,93,62.5717828,-144.6541704
-999,Chitina,126,61.5158333,-144.4369444
-999,Copper Center,328,61.9769598,-145.3297294
-999,Valdez,3976,61.1308333,-146.3483333
-999,Whittier,220,60.7730556,-148.6838889
-999,Paxson,40,63.0897222,-145.6130556
-999,Slana,147,62.7069444,-143.9611111
-999,Tatitlek,88,60.8647222,-146.6786111
-999,Tonsina,78,61.6558333,-145.1752778
-999,Cordova,2239,60.5427778,-145.7575
-999,Nabesna,5,62.3719444,-143.0086111
-999,Lower Tonsina,-999,61.655,-144.6586111
-999,May Creek,-999,61.3486111,-142.6933333
-999,Crystal Falls,-999,60.4858333,-145.7291667
-999,Ellamar,-999,60.8955556,-146.6975
-999,Katalla,-999,60.1972222,-144.5183333
-999,Port Ashton,-999,60.0575,-148.0522222
-999,Eyak,-999,60.526294,-145.6351157
-999,Cape Yakataga,-999,60.0663889,-142.4308333
-999,Pitkas Point,109,62.0327778,-163.2877778
-999,Alakanuk,677,62.6888889,-164.6152778
-999,Chevak,938,61.5277778,-165.5863889
-999,Emmonak,762,62.7777778,-164.5230556
-999,Hooper Bay,1093,61.5311111,-166.0966667
-999,Kotlik,577,63.0341667,-163.5533333
-999,Marshall,414,61.8777778,-162.0811111
-999,Mountain Village,813,62.0855556,-163.7294444
-999,Nunam Iqua,187,62.5336111,-164.8411111
-999,Pilot Station,568,61.9388889,-162.875
-999,Russian Mission,312,61.785,-161.3202778
-999,Saint Mary's,507,62.0706739,-163.2737791
-999,Scammon Bay,474,61.8427778,-165.5816667
-999,Bill Moores,-999,62.9497222,-163.7788889
-999,Chaniliut,-999,63.0411111,-163.3933333
-999,Wrangell,-999,56.4708333,-132.3766667
-999,Meyers Chuck,-999,55.7408333,-132.2563889
-999,Kake,557,56.9758333,-133.9472222
-999,Petersburg,2948,56.8112667,-132.9512425
County Seat,Yakutat,662,59.5469444,-139.7272222
-999,Flat,0,62.4536111,-158.0075
-999,Lake Minchumina,13,63.8827778,-152.3122222
-999,Livengood,13,65.5244444,-148.5447222
-999,Manley Hot Springs,89,65.0011111,-150.6338889
-999,Minto,210,65.150411,-149.349708
-999,Alatna,37,66.5572222,-152.7072222
-999,Arctic Village,152,68.1269444,-145.5377778
-999,Beaver,84,66.3594444,-147.3963889
-999,Central,96,65.5725,-144.8030556
-999,Chalkyitsik,69,66.6544444,-143.7222222
-999,Circle,104,65.8255556,-144.0605556
-999,Coldfoot,10,67.2563889,-150.1841667
-999,Tanana,246,65.1719444,-152.0788889
-999,Rampart,24,65.505,-150.17
-999,Stevens Village,78,66.0063889,-149.0908333
-999,Takotna,52,62.9886111,-156.0641667
-999,Venetie,166,67.0138889,-146.4186111
-999,Wiseman,14,67.41,-150.1075
-999,Allakaket,105,66.5655556,-152.6455556
-999,Anvik,85,62.6561111,-160.2066667
-999,Bettles,12,66.9188889,-151.5161111
-999,Fort Yukon,583,66.5647222,-145.2738889
-999,Galena,470,64.7333333,-156.9275
-999,Grayling,194,62.9036111,-160.0647222
-999,Holy Cross,178,62.1994444,-159.7713889
-999,Hughes,77,66.0488889,-154.2555556
-999,Huslia,275,65.6986111,-156.3997222
-999,Kaltag,190,64.3272222,-158.7219444
-999,Koyukuk,96,64.8802778,-157.7008333
-999,McGrath,346,62.9563889,-155.5958333
-999,Nenana,378,64.5638889,-149.0930556
-999,Nikolai,94,63.0133333,-154.375
-999,Nulato,264,64.7194444,-158.1030556
-999,Ruby,166,64.7394444,-155.4869444
-999,Shageluk,83,62.6822222,-159.5619444
-999,Chandalar,-999,67.5052778,-148.4936111
-999,Eureka,-999,65.1794444,-150.2144444
-999,Folger,-999,63.5616667,-156.0833333
-999,Gost Creek,-999,62.2105556,-159.7858333
-999,Hogatza,-999,66.1897222,-155.7172222
-999,Holikachuk,-999,62.9097222,-159.5175
-999,Kokrines,-999,64.9377778,-154.6919444
-999,Long,-999,64.4036111,-155.4972222
-999,Medfra,-999,63.1066667,-154.7141667
-999,Miller House,-999,65.5241667,-145.2161111
-999,Old Minto,-999,64.8872222,-149.1747222
-999,Ophir,-999,63.1447222,-156.5194444
-999,Paradise,-999,62.4155556,-160.0491667
-999,Telida,-999,63.3838889,-153.2822222
-999,Tofty,-999,65.0933333,-150.8772222
-999,Woodchopper,-999,65.0511111,-151.0094444
-999,Circle Hot Springs,-999,65.4833333,-144.6341667
-999,Autaugaville,870,32.4340249,-86.6547019
-999,Billingsley,144,32.659575,-86.717761
-999,Marbury,1418,32.7012405,-86.4710876
-999,Pine Level,4183,32.5837436,-86.4655311
-999,Booth,-999,32.5004124,-86.5719223
-999,Jones,-999,32.5840214,-86.8974878
County Seat,Prattville,33960,32.4640245,-86.4596966
-999,Point Clear,2125,30.4740845,-87.9191598
-999,Fairhope,15326,30.5229719,-87.9033261
-999,Foley,14618,30.4065868,-87.6835974
-999,Gulf Shores,9741,30.2460361,-87.7008193
-999,Daphne,21570,30.6035255,-87.9036047
-999,Orange Beach,5441,30.2943681,-87.5735935
-999,Robertsdale,5276,30.5538048,-87.7119324
-999,Spanish Fort,6798,30.6749127,-87.9152724
-999,Loxley,1632,30.6182476,-87.7530454
-999,Magnolia Springs,723,30.3996424,-87.7761001
-999,Elberta,1498,30.4143646,-87.5977615
-999,Summerdale,862,30.4876954,-87.6997094
-999,Silverhill,706,30.5454715,-87.7516559
-999,Perdido Beach,581,30.3407558,-87.5049805
-999,Seminole,-999,30.5151954,-87.4738692
-999,Fort Morgan,-999,30.2285373,-88.023053
-999,Gasque,-999,30.2532585,-87.8197124
-999,Tensaw,-999,31.1568421,-87.7991608
-999,Lillian,-999,30.4129759,-87.4369228
-999,Perdido,-999,31.0076815,-87.627209
-999,Stapleton,-999,30.742689,-87.7933252
-999,Stockton,-999,30.9937926,-87.8580499
County Seat,Bay Minette,8044,30.8829628,-87.7730474
-999,Eufaula,13137,31.8912717,-85.1454876
-999,Clio,1399,31.7087753,-85.6104972
-999,Blue Springs,96,31.6637769,-85.5066063
-999,Louisville,519,31.7834963,-85.5557751
-999,Comer,-999,32.0329338,-85.3832732
-999,Mount Andrew,-999,31.9712682,-85.5246654
-999,Texasville,-999,31.7151652,-85.4243829
-999,Bakerhill,279,31.7812748,-85.3021583
-999,Batesville,-999,32.0090463,-85.3110485
County Seat,Clayton,3008,31.8782162,-85.4496627
-999,Brent,4947,32.9373463,-87.1647184
-999,West Blocton,1240,33.1181748,-87.1249954
-999,Woodstock,1428,33.2067835,-87.1499961
-999,Marvel,-999,33.1467847,-87.0030481
-999,Ashby,-999,33.0209548,-86.9194347
-999,Eoline,-999,32.9951227,-87.2322201
-999,Lawley,-999,32.8595702,-86.9513796
-999,Randolph,-999,32.8995691,-86.910823
County Seat,Centreville,2778,32.9445682,-87.1386067
-999,Smoke Rise,1825,33.8917677,-86.8202746
-999,Allgood,622,33.9120429,-86.5094315
-999,Blountsville,1684,34.0814863,-86.5911027
-999,Hayden,444,33.8926003,-86.757773
-999,Highland Lake,412,33.8850986,-86.4197059
-999,Locust Fork,1186,33.9075992,-86.6152685
-999,Cleveland,1303,33.9909316,-86.5774905
-999,County Line,258,33.8214894,-86.7186038
-999,Susan Moore,763,34.0837078,-86.4283186
-999,Nectar,345,33.9598211,-86.6394367
-999,Rosa,316,33.9906534,-86.5133214
-999,Snead,835,34.1195406,-86.3955398
-999,Brooksville,-999,34.1620404,-86.4755431
-999,Hendrix,-999,34.0381528,-86.4533194
-999,Summit,-999,34.20454,-86.4941552
-999,Lehigh,-999,33.8542668,-86.6838811
-999,Bangor,-999,33.974544,-86.7566634
County Seat,Oneonta,6567,33.9481537,-86.472764
-999,Midway,499,32.0770977,-85.5221667
-999,Fitzpatrick,83,32.2165343,-85.8888432
-999,Aberfoil,-999,32.0704299,-85.6877257
-999,Shopton,-999,32.1170928,-85.9421765
-999,Perote,-999,31.9476561,-85.7052243
-999,Inverness,-999,32.0148757,-85.7460594
-999,Mitchell,-999,32.2462551,-85.9377335
-999,Peachburg,-999,32.1637604,-85.6241145
County Seat,Union Springs,3980,32.144316,-85.7149495
-999,McKenzie,530,31.542384,-86.71497
-999,Georgiana,1738,31.6371028,-86.7419175
-999,Bolling,-999,31.7254334,-86.7058078
-999,Forest Home,-999,31.8623735,-86.8427575
-999,Garland,-999,31.5565503,-86.8233063
-999,Chapman,-999,31.6712685,-86.7121955
County Seat,Greenville,8135,31.8295972,-86.6177517
-999,Alexandria,3917,33.7739892,-85.885523
-999,Saks,10744,33.6987135,-85.8396879
-999,Oxford,21348,33.6142714,-85.8349648
-999,Piedmont,4878,33.9245454,-85.6113501
-999,Jacksonville,12548,33.8137125,-85.7613536
-999,Weaver,3038,33.7520457,-85.8113543
-999,Hobson City,771,33.6214934,-85.8441318
-999,Ohatchee,1170,33.7834324,-86.0024703
-999,Choccolocco,2804,33.6592714,-85.7035728
-999,Nances Creek,407,33.8578794,-85.6569065
-999,White Plains,811,33.7473247,-85.6891289
-999,West End,-999,33.6428814,-85.8674659
-999,Eulaton,-999,33.6456587,-85.9124671
-999,Wellington,-999,33.8225999,-85.8927457
-999,DeArmanville,-999,33.6264941,-85.7513516
-999,Bynum,-999,33.6131592,-85.9610793
-999,Blue Mountain,-999,33.6845471,-85.8427434
County Seat,Anniston,23106,33.6598257,-85.8316318
-999,Huguley,2540,32.8345732,-85.2296647
-999,Lanett,6468,32.86836423,-85.20061858
-999,Valley,9524,32.8187406,-85.1793852
-999,Five Points,141,33.0181788,-85.3502251
-999,Waverly,145,32.735408,-85.5791191
-999,Cusseta,123,32.7848521,-85.3057779
-999,Abanda,192,33.100954,-85.5296753
-999,Fredonia,199,32.9898462,-85.2885564
-999,Penton,201,33.0065121,-85.4655064
-999,Standing Rock,168,33.0798443,-85.2530002
-999,Stroud,-999,33.0548446,-85.3307802
-999,Evansville,-999,33.0662337,-85.2241104
-999,Shawmut,-999,32.84287311,-85.18674841
County Seat,Lafayette,3003,32.8998485,-85.4010593
-999,Leesburg,1027,34.1798177,-85.7613555
-999,Cedar Bluff,1820,34.2200942,-85.6077402
-999,Gaylesville,144,34.268426,-85.5569057
-999,Sand Rock,560,34.2428717,-85.768578
-999,Broomtown,182,34.3606453,-85.5216276
-999,Spring Garden,238,33.9728782,-85.5538487
-999,Blanche,-999,34.3634232,-85.6099634
-999,Forney,-999,34.0862088,-85.4619021
-999,Little River,-999,34.2814815,-85.6732979
-999,Pleasant Gap,-999,33.9876002,-85.5199589
County Seat,Centre,3489,34.1520406,-85.6788531
-999,Jemison,2585,32.9598451,-86.7466522
-999,Maplesville,708,32.7884608,-86.8716549
-999,Thorsby,1980,32.9156796,-86.7158178
-999,Lomax,-999,32.8790138,-86.6608162
-999,Pletcher,-999,32.7029074,-86.7849854
-999,Mountain Creek,-999,32.7106848,-86.4788657
-999,Verbena,-999,32.7498505,-86.5113668
-999,Cooper,-999,32.7751276,-86.5455347
-999,Stanton,-999,32.7356845,-86.899711
County Seat,Clanton,8619,32.8387371,-86.6294262
-999,Lisman,539,32.1687554,-88.2825251
-999,Gilbertown,215,31.8770975,-88.3214089
-999,Toxey,137,31.9129297,-88.3094648
-999,Needham,94,31.9879272,-88.3366906
-999,Pennington,221,32.2070888,-88.0561287
-999,Silas,452,31.7654349,-88.3291841
-999,Cullomburg,171,31.7137695,-88.2969594
-999,Land,-999,32.0287593,-88.3283577
-999,Melvin,-999,31.9304297,-88.4589178
-999,Cromwell,-999,32.2287537,-88.2744705
County Seat,Butler,1894,32.0895908,-88.2219652
-999,Jackson,5228,31.5090521,-87.8944435
-999,Thomasville,4209,31.9134859,-87.7358367
-999,Coffeeville,352,31.7579353,-88.0897308
-999,Fulton,272,31.7884881,-87.7272221
-999,Carlton,65,31.343224,-87.8455522
-999,Whatley,150,31.6507136,-87.7049967
-999,Rockville,43,31.4201657,-87.842497
-999,Campbell,-999,31.9234868,-87.9811207
-999,Salitpa,-999,31.6296054,-88.0200047
-999,Choctaw Bluff,-999,31.3887777,-87.7888843
County Seat,Grove Hill,1570,31.7087681,-87.7772218
-999,Lineville,2395,33.3106696,-85.7544051
-999,Delta,197,33.4401108,-85.690515
-999,Hollins,545,33.1176177,-86.1444152
-999,Millerville,278,33.1915052,-85.9257985
-999,Pyriton,-999,33.3631675,-85.8338521
-999,Cragford,-999,33.2509495,-85.6724581
County Seat,Ashland,2037,33.2737256,-85.8360741
-999,Edwardsville,202,33.7073272,-85.5091235
-999,Fruithurst,284,33.7309382,-85.4338442
-999,Ranburne,409,33.5228885,-85.3446728
-999,Hollis Crossroads,608,33.52372,-85.6371806
-999,Borden Springs,-999,33.9298234,-85.470235
County Seat,Heflin,3480,33.6489948,-85.5874584
-999,Enterprise,26562,31.3151708,-85.8552161
-999,Kinston,540,31.2160045,-86.1710579
-999,New Brockton,1146,31.3857239,-85.9293861
County Seat,Elba,3940,31.4146108,-86.0677243
-999,Muscle Shoals,13146,34.7448112,-87.6675292
-999,Sheffield,9039,34.7650887,-87.6986407
-999,Leighton,729,34.700923,-87.5289151
-999,Littleville,1011,34.5906483,-87.6769745
-999,Cherokee,1048,34.7570342,-87.9728143
-999,Barton,-999,34.738701,-87.8911457
County Seat,Tuscumbia,8423,34.7312005,-87.70253
-999,Castleberry,583,31.2990599,-87.0224721
-999,Repton,282,31.4090551,-87.2391473
-999,Brooklyn,-999,31.2626708,-86.7710749
-999,Range,-999,31.3126694,-87.2355341
County Seat,Evergreen,3944,31.4334994,-86.9569176
-999,Kellyton,217,32.9798441,-86.033578
-999,Goodwater,1475,33.065675,-86.0533013
